word,probability
virtual,"{-1: 0.000389833151411196, 0: 0.0006771626883358727, 1: 0.00034671659385618195}"
currency,"{-1: 0.0010135661936691096, 0: 0.00186219739292365, 1: 0.0017335829692809099}"
girl,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0005547465501698911}"
god,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
group,"{-1: 0.0006237330422579137, 0: 0.0008464533604198408, 1: 0.0006934331877123639}"
educational,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
concert,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
cryptocoinopoly,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
plot,"{-1: 0.0006237330422579137, 0: 0.0006771626883358727, 1: 0.00034671659385618195}"
drama,"{-1: 0.0002338998908467176, 0: 0.0005078720162519045, 1: 0.0005547465501698911}"
dutch,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
afm,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
demand,"{-1: 0.0021050990176204585, 0: 0.0011850347045877772, 1: 0.0017335829692809099}"
institution,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.00034671659385618195}"
bitbay,"{-1: 0.0001559332605644784, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
culture,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
centralize,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
ripple,"{-1: 0.000779666302822392, 0: 0.0005078720162519045, 1: 0.0008321198252548367}"
database,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
bad,"{-1: 0.0017152658662092624, 0: 0.00033858134416793635, 1: 0.001594896331738437}"
pre,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.00041605991262741833}"
actually,"{-1: 0.000389833151411196, 0: 0.00016929067208396818, 1: 0.00041605991262741833}"
challenger,"{-1: 0.0003118665211289568, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
vietnam,"{-1: 0.0003118665211289568, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
investigate,"{-1: 0.0002338998908467176, 0: 0.00033858134416793635, 1: 0.0001386866375424728}"
merchant,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.0006240898689411275}"
accept,"{-1: 0.0017152658662092624, 0: 0.0016929067208396817, 1: 0.001248179737882255}"
youth,"{-1: 0.0001559332605644784, 0: 0.00033858134416793635, 1: 0.00034671659385618195}"
zealand,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
humanity,"{-1: 0.0005457664119756744, 0: 0.00033858134416793635, 1: 0.0006934331877123639}"
spar,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
jail,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
stack,"{-1: 0.0007016996725401528, 0: 0.00033858134416793635, 1: 0.0011094931003397823}"
drug,"{-1: 0.0002338998908467176, 0: 0.0005078720162519045, 1: 0.0004854032313986547}"
satoshi,"{-1: 0.0017932324964915016, 0: 0.001015744032503809, 1: 0.0013175230566534915}"
revolution,"{-1: 0.000779666302822392, 0: 0.0005078720162519045, 1: 0.0004854032313986547}"
want,"{-1: 0.0016372992359270232, 0: 0.0008464533604198408, 1: 0.0013868663754247278}"
government,"{-1: 0.0024169655387494154, 0: 0.001015744032503809, 1: 0.0018722696068233825}"
custody,"{-1: 0.000389833151411196, 0: 0.00033858134416793635, 1: 0.0002773732750849456}"
cash,"{-1: 0.006159363792296897, 0: 0.005078720162519045, 1: 0.006656958602038693}"
aid,"{-1: 0.0008576329331046312, 0: 0.0006771626883358727, 1: 0.0009708064627973094}"
raise,"{-1: 0.003196631841571807, 0: 0.0011850347045877772, 1: 0.00249635947576451}"
millionairemaker,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
haul,"{-1: 0.0003118665211289568, 0: 0.0005078720162519045, 1: 0.0004854032313986547}"
custodian,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
reliance,"{-1: 0.0003118665211289568, 0: 0.00016929067208396818, 1: 0.0005547465501698911}"
intelligence,"{-1: 0.0006237330422579137, 0: 0.00033858134416793635, 1: 0.0004854032313986547}"
brookstone,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
build,"{-1: 0.0014033993450803055, 0: 0.0006771626883358727, 1: 0.001040149781568546}"
morocco,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
québec,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
software,"{-1: 0.0002338998908467176, 0: 0.0006771626883358727, 1: 0.0002773732750849456}"
war,"{-1: 0.000389833151411196, 0: 0.0005078720162519045, 1: 0.0004854032313986547}"
disguise,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
choose,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
replay,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
merge,"{-1: 0.0007016996725401528, 0: 0.00033858134416793635, 1: 0.0005547465501698911}"
israeli,"{-1: 0.0002338998908467176, 0: 0.0005078720162519045, 1: 0.00041605991262741833}"
committee,"{-1: 0.0003118665211289568, 0: 0.001015744032503809, 1: 0.00041605991262741833}"
absurd,"{-1: 0.000389833151411196, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
headline,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
defeat,"{-1: 0.000389833151411196, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
cftc,"{-1: 0.000389833151411196, 0: 0.00033858134416793635, 1: 0.0005547465501698911}"
ledgerx,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
occupy,"{-1: 0.0010915328239513489, 0: 0.0005078720162519045, 1: 0.0006240898689411275}"
economy,"{-1: 0.0003118665211289568, 0: 0.0005078720162519045, 1: 0.00041605991262741833}"
platform,"{-1: 0.0017152658662092624, 0: 0.0011850347045877772, 1: 0.001248179737882255}"
summit,"{-1: 0.0009355995633868704, 0: 0.0006771626883358727, 1: 0.0007627765064836003}"
otc,"{-1: 0.0004677997816934352, 0: 0.0005078720162519045, 1: 0.0002773732750849456}"
palm,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
beach,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
giveaway,"{-1: 0.0001559332605644784, 0: 0.0005078720162519045, 1: 6.93433187712364e-05}"
crackdown,"{-1: 0.0006237330422579137, 0: 0.0008464533604198408, 1: 0.0004854032313986547}"
wealthy,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
bitcoiner,"{-1: 0.000779666302822392, 0: 0.0006771626883358727, 1: 0.0002773732750849456}"
target,"{-1: 0.0007016996725401528, 0: 0.00033858134416793635, 1: 0.0007627765064836003}"
scrutinize,"{-1: 0.0001559332605644784, 0: 0.00033858134416793635, 1: 0.00020802995631370917}"
weekly,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
blackrock,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
probe,"{-1: 0.0003118665211289568, 0: 0.00016929067208396818, 1: 0.0007627765064836003}"
politic,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
limit,"{-1: 0.0010915328239513489, 0: 0.0005078720162519045, 1: 0.00041605991262741833}"
token,"{-1: 0.0017932324964915016, 0: 0.00033858134416793635, 1: 0.00249635947576451}"
sale,"{-1: 0.0006237330422579137, 0: 0.0005078720162519045, 1: 0.0013868663754247278}"
counterparty,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
announce,"{-1: 0.0014033993450803055, 0: 0.0006771626883358727, 1: 0.0011788364191110186}"
asset,"{-1: 0.0009355995633868704, 0: 0.0006771626883358727, 1: 0.001040149781568546}"
berkeley,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
california,"{-1: 0.0003118665211289568, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
global,"{-1: 0.0004677997816934352, 0: 0.001015744032503809, 1: 0.0006934331877123639}"
coverage,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
gogo,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
zimbabwe,"{-1: 0.0004677997816934352, 0: 0.00016929067208396818, 1: 0.00034671659385618195}"
deny,"{-1: 0.0006237330422579137, 0: 0.00016929067208396818, 1: 0.0006934331877123639}"
self,"{-1: 0.000389833151411196, 0: 0.00033858134416793635, 1: 0.0005547465501698911}"
kraken,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.0005547465501698911}"
feisty,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
owner,"{-1: 0.000389833151411196, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
cobra,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
old,"{-1: 0.0010915328239513489, 0: 0.0006771626883358727, 1: 0.0006934331877123639}"
fdic,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
president,"{-1: 0.0004677997816934352, 0: 0.0005078720162519045, 1: 0.0004854032313986547}"
sheila,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
bair,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
dish,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
eye,"{-1: 0.0010135661936691096, 0: 0.0006771626883358727, 1: 0.0004854032313986547}"
beholder,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
archive,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 0.0001386866375424728}"
overstock,"{-1: 0.0001559332605644784, 0: 0.0008464533604198408, 1: 6.93433187712364e-05}"
hodl,"{-1: 0.0002338998908467176, 0: 0.0005078720162519045, 1: 0.0002773732750849456}"
revenue,"{-1: 0.0002338998908467176, 0: 0.00033858134416793635, 1: 0.0005547465501698911}"
donation,"{-1: 0.0004677997816934352, 0: 0.0008464533604198408, 1: 0.0006240898689411275}"
aml,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
compliance,"{-1: 0.0003118665211289568, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
german,"{-1: 0.0003118665211289568, 0: 0.0006771626883358727, 1: 0.0001386866375424728}"
subsidiary,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
bison,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
sell,"{-1: 0.0012474660845158273, 0: 0.001015744032503809, 1: 0.0011094931003397823}"
rostov,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
high,"{-1: 0.001169499454233588, 0: 0.0006771626883358727, 1: 0.001248179737882255}"
bring,"{-1: 0.0021830656479026977, 0: 0.002200778737091586, 1: 0.002288329519450801}"
massive,"{-1: 0.0003118665211289568, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
outage,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
jamaica,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
iceland,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
double,"{-1: 0.0005457664119756744, 0: 0.00016929067208396818, 1: 0.00041605991262741833}"
consumption,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
employee,"{-1: 0.000389833151411196, 0: 0.0005078720162519045, 1: 0.00034671659385618195}"
for,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
upcoming,"{-1: 0.000389833151411196, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
fork,"{-1: 0.0021830656479026977, 0: 0.00186219739292365, 1: 0.0015255530129672007}"
scrutiny,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
intensifie,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
exceed,"{-1: 0.0003118665211289568, 0: 0.0006771626883358727, 1: 0.00041605991262741833}"
usdt,"{-1: 0.0003118665211289568, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
mb,"{-1: 0.0002338998908467176, 0: 0.0005078720162519045, 1: 0.0001386866375424728}"
this,"{-1: 0.0004677997816934352, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
village,"{-1: 0.0004677997816934352, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
own,"{-1: 0.0003118665211289568, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
enforcement,"{-1: 0.0003118665211289568, 0: 0.00033858134416793635, 1: 0.00020802995631370917}"
approach,"{-1: 0.0012474660845158273, 0: 0.0008464533604198408, 1: 0.0005547465501698911}"
enter,"{-1: 0.0020271323873382193, 0: 0.00186219739292365, 1: 0.001594896331738437}"
bitpay,"{-1: 0.0006237330422579137, 0: 0.0005078720162519045, 1: 0.0005547465501698911}"
exercise,"{-1: 0.0028847653204428503, 0: 0.0011850347045877772, 1: 0.0025657027945357467}"
treat,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
usd,"{-1: 0.0002338998908467176, 0: 0.0006771626883358727, 1: 0.0009014631440260731}"
pay,"{-1: 0.0021830656479026977, 0: 0.00033858134416793635, 1: 0.001594896331738437}"
surveillance,"{-1: 0.0002338998908467176, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
cycle,"{-1: 0.001169499454233588, 0: 0.0011850347045877772, 1: 0.0016642396505096733}"
dex,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
multi,"{-1: 0.0003118665211289568, 0: 0.00033858134416793635, 1: 0.00020802995631370917}"
list,"{-1: 0.0013254327147980665, 0: 0.0005078720162519045, 1: 0.0011788364191110186}"
ii,"{-1: 0.0010915328239513489, 0: 0.0013543253766717454, 1: 0.0013175230566534915}"
brief,"{-1: 0.001559332605644784, 0: 0.0006771626883358727, 1: 0.0021496428819083283}"
friday,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.0004854032313986547}"
horizon,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
month,"{-1: 0.0007016996725401528, 0: 0.0013543253766717454, 1: 0.001040149781568546}"
telegram,"{-1: 0.000779666302822392, 0: 0.0005078720162519045, 1: 0.0005547465501698911}"
think,"{-1: 0.0008576329331046312, 0: 0.0006771626883358727, 1: 0.0013868663754247278}"
cave,"{-1: 0.0001559332605644784, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
hegemony,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
universe,"{-1: 0.0014813659753625447, 0: 0.00033858134416793635, 1: 0.0015255530129672007}"
bitflyer,"{-1: 0.0001559332605644784, 0: 0.0006771626883358727, 1: 0.00034671659385618195}"
tippr,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
distribute,"{-1: 0.0002338998908467176, 0: 0.0006771626883358727, 1: 0.00020802995631370917}"
thousand,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.00041605991262741833}"
micropayment,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
network,"{-1: 0.0014813659753625447, 0: 0.00186219739292365, 1: 0.0019416129255946189}"
resource,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
tuesday,"{-1: 0.000389833151411196, 0: 0.00016929067208396818, 1: 0.0004854032313986547}"
leery,"{-1: 0.0001559332605644784, 0: 0.00033858134416793635, 1: 0.0001386866375424728}"
whale,"{-1: 0.0012474660845158273, 0: 0.0005078720162519045, 1: 0.0013868663754247278}"
eager,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
shadow,"{-1: 0.0002338998908467176, 0: 0.00033858134416793635, 1: 0.00041605991262741833}"
atomic,"{-1: 0.0003118665211289568, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
ethereum,"{-1: 0.0010135661936691096, 0: 0.0011850347045877772, 1: 0.0011094931003397823}"
wednesday,"{-1: 0.000389833151411196, 0: 0.0005078720162519045, 1: 0.00020802995631370917}"
china,"{-1: 0.002338998908467176, 0: 0.00186219739292365, 1: 0.0013175230566534915}"
battle,"{-1: 0.0007016996725401528, 0: 0.0011850347045877772, 1: 0.001040149781568546}"
impersonator,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
fraudster,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
mcafee,"{-1: 0.0004677997816934352, 0: 0.0005078720162519045, 1: 0.00020802995631370917}"
cup,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
controversy,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
loom,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
acceptance,"{-1: 0.0005457664119756744, 0: 0.0005078720162519045, 1: 0.0009014631440260731}"
difficult,"{-1: 0.0006237330422579137, 0: 0.0005078720162519045, 1: 0.0009014631440260731}"
eclipse,"{-1: 0.0001559332605644784, 0: 0.00033858134416793635, 1: 0.0002773732750849456}"
fortune,"{-1: 0.000389833151411196, 0: 0.00016929067208396818, 1: 0.0004854032313986547}"
impressive,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
superstar,"{-1: 0.0002338998908467176, 0: 0.0005078720162519045, 1: 0.00041605991262741833}"
thomson,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
reuter,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
marketpsych,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
shapeshift,"{-1: 0.0005457664119756744, 0: 0.0005078720162519045, 1: 0.00041605991262741833}"
bitfract,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
coinall,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
google,"{-1: 0.0005457664119756744, 0: 0.0008464533604198408, 1: 0.00034671659385618195}"
bittrex,"{-1: 0.0003118665211289568, 0: 0.00033858134416793635, 1: 0.00041605991262741833}"
europe,"{-1: 0.000389833151411196, 0: 0.00033858134416793635, 1: 0.0007627765064836003}"
raunchy,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
know,"{-1: 0.001169499454233588, 0: 0.0006771626883358727, 1: 0.001248179737882255}"
hype,"{-1: 0.000389833151411196, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
real,"{-1: 0.0006237330422579137, 0: 0.00033858134416793635, 1: 0.001040149781568546}"
stress,"{-1: 0.0003118665211289568, 0: 0.0006771626883358727, 1: 0.0006934331877123639}"
test,"{-1: 0.0014033993450803055, 0: 0.0008464533604198408, 1: 0.0013175230566534915}"
arrive,"{-1: 0.000779666302822392, 0: 0.0005078720162519045, 1: 0.0009014631440260731}"
metropolitan,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
quit,"{-1: 0.0002338998908467176, 0: 0.00033858134416793635, 1: 0.0006240898689411275}"
relate,"{-1: 0.000389833151411196, 0: 0.00016929067208396818, 1: 0.00041605991262741833}"
international,"{-1: 0.0006237330422579137, 0: 0.0005078720162519045, 1: 0.0002773732750849456}"
cryptomatoe,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
excess,"{-1: 0.0001559332605644784, 0: 0.00033858134416793635, 1: 0.00020802995631370917}"
